,synonym,ds_language,NCBI_TAXID,preferred_name,re,match_language,EFSA_PHT,EPPO_CODE
5172,A.pseudoramosa,,ncbi:1097470,Aulosira pseudoramosa,,,(),()
5173,Dyomyx sp. placidaDHJ01,,ncbi:1098352,Dyomyx sp. placidaDHJ01,,,(),()
5174,Euclysia sp. maculataDHJ01,,ncbi:1098818,Euclysia sp. maculataDHJ01,,,(),()
5175,Influenza A virus (A/Singapore/GP4180/2010(H3N2)),,ncbi:1099872,Influenza A virus (A/Singapore/GP4180/2010(H3N2)),,,(),()
5176,E.umbra,,ncbi:1100074,Eosalpingogaster umbra,,,(),()
5177,Aponogeton boivinianus Baill. ex Jum.,,ncbi:1100795,Aponogeton boivinianus,,,(),()
5178,B . albinervis,,ncbi:1101178,Brachymetra albinervis,,,(),()
5179,R.robusta,,ncbi:1101181,Rhagovelia robusta,,,(),()
5180,Psychocidaris ohshimai,,ncbi:1105225,Tylocidaris ohshimai,,,(),()
5181,Lymantriidae sp. BOLD:AAH6278,,ncbi:1106381,Lymantriidae sp. BOLD:AAH6278,,,(),()
5182,Staphylinidae sp. BOLD:AAN6203,,ncbi:1107195,Staphylinidae sp. BOLD:AAN6203,,,(),()
5183,Enterobacter sp. ZYXCA1,,ncbi:1107945,Enterobacter sp. ZYXCA1,,,(),()
5184,O . boulengeri,,ncbi:1108715,Mormyrops boulengeri,,,(),()
5185,DSM 45394,,ncbi:1108812,Mycolicibacter longobardus,,,(),()
5186,Ilybius poppiusi Zaitzev,,ncbi:1109152,Ilybius poppiusi,,,(),()
5187,L.canui,,ncbi:1109204,Lichomolgus canui,,,(),()
5188,bacterium HN2-1-26,,ncbi:1109944,bacterium HN2-1-26,,,(),()
5189,C . svidberti,,ncbi:1110741,Chliara svidberti,,,(),()
5190,Disphragis bochica,,ncbi:1110767,Disphragis bochica,,,(),()
5191,Hampsonodes orbica (Hampson),,ncbi:1110826,Hampsonodes orbica,,,(),()
5192,C.sputi DSM 45148,,ncbi:1111729,Corynebacterium sputi DSM 45148,,,(),()
5193,T. mixta LMG-11547,,ncbi:1111736,Telluria mixta DSM 4832,,,(),()
5194,Microcystis sp. AKM136,,ncbi:1112081,Microcystis sp. Ind70,,,(),()
5195,"Pelagodroma marina albiclunis Murphy & Irving, 1951",,ncbi:1112100,Pelagodroma marina albiclunis,,,(),()
5196,Crotalus intermedius omiltemanus Guenther 1895,,ncbi:1112585,Crotalus intermedius omiltemanus,,,(),()
5197,Edebessa bicolor Moschler,,ncbi:1113432,Edebessa bicolor,,,(),()
5198,G.rosenstockianum,,ncbi:1115531,Gomphonema rosenstockianum,,,(),()
5199,Escherichia coli P0298942.11,,ncbi:1116148,Escherichia coli P0298942.11,,,(),()
5200,K.alternans,,ncbi:1116979,Kessleria alternans,,,(),()
5201,G. viridis,,ncbi:1118031,Gracilaria viridis,,,(),()
5202,B . hydrocorax,,ncbi:1118517,Buceros hydrocorax,,,(),()
5203,Drymaeus vexillum,,ncbi:1118922,Drymaeus vexillum,,,(),()
5204,"Rana ulma Matsui, 2011",,ncbi:1119053,Rana ulma,,,(),()
5205,K. celeretrix,,ncbi:1120078,Kataplana celeretrix,,,(),()
5206,A. pelletieri JCM3388,,ncbi:1120940,Actinomadura pelletieri DSM 43383,,,(),()
5207,A latercula SIO1,,ncbi:1121006,Aquimarina latercula DSM 2041,,,(),()
5208,A . muelleri DSM-19832,,ncbi:1121007,Aquimarina muelleri DSM 19832,,,(),()
5209,A.nasoniae DSM-15247,,ncbi:1121018,Arsenophonus nasoniae DSM 15247,,,(),()
5210,B . alpica ATCC 51285,,ncbi:1121103,Balneatrix alpica DSM 16621,,,(),()
5211,B. oedipodis CCUG 47103,,ncbi:1121118,Brackiella oedipodis DSM 13743,,,(),()
5212,C. difficile DSM 1296,,ncbi:1121308,Clostridioides difficile ATCC 9689 = DSM 1296,,,(),()
5213,C saccharogumia CCUG 51486,,ncbi:1121333,[Clostridium] saccharogumia DSM 17460,,,(),()
5214,D. psychrotolerans DSM-19430,,ncbi:1121461,Desulfovibrio psychrotolerans DSM 19430,,,(),()
5215,D . multipotens DSM 8415,,ncbi:1121470,Desulfurella multipotens DSM 8415,,,(),()
5216,D . ginsengisoli LMG-23409,,ncbi:1121484,Dyadobacter ginsengisoli DSM 21015,,,(),()
5217,E.elysicola JCM21568,,ncbi:1121862,Endozoicomonas elysicola DSM 22380,,,(),()
5218,E tonsillarum T305,,ncbi:1121874,Erysipelothrix tonsillarum DSM 14972,,,(),()
5219,L.psittaci LMG21594,,ncbi:1122152,Lactobacillus psittaci DSM 15354,,,(),()
5220,L shahii CCUG 47503,,ncbi:1122172,Leptotrichia shahii DSM 19757,,,(),()
5221,L cohaerens DSM-23179,,ncbi:1122176,Lewinella cohaerens DSM 23179,,,(),()
5222,M.indicum IAM 15355,,ncbi:1122238,Microbacterium indicum DSM 19969,,,(),()
5223,C . bacterium CTT 37,,ncbi:1122933,Paraoerskovia marina DSM 21750,,,(),()
5224,HG 16,,ncbi:1122977,Pragia fontium DSM 5563 = ATCC 49100,,,(),()
5225,P intermedia DSM-20706,,ncbi:1122984,Prevotella intermedia ATCC 25611 = DSM 20706,,,(),()
5226,A. thoenii CCUG28149,,ncbi:1122998,Acidipropionibacterium thoenii DSM 20276,,,(),()
5227,Pseudomonas pertucinogena CCUG 7832,,ncbi:1123019,Halopseudomonas pertucinogena DSM 18268,,,(),()
5228,Rubritalea squalenifaciens NBRC 103619,,ncbi:1123071,Rubritalea squalenifaciens DSM 18772,,,(),()
5229,S . koreensis GS-664,,ncbi:1123248,Segetibacter koreensis DSM 18137,,,(),()
5230,T.linaloolentis CCUG41526,,ncbi:1123367,Thauera linaloolentis 47Lol = DSM 12138,,,(),()
5231,T anophelis CCUG49520,,ncbi:1123402,Thorsellia anophelis DSM 18579,,,(),()
5232,A villosa,,ncbi:1123417,Acacia villosa,,,(),()
5233,V. magna DSM 19857,,ncbi:1123489,Veillonella magna DSM 19857,,,(),()
5234,V . litoralis DSM-17657,,ncbi:1123493,Vibrio litoralis DSM 17657,,,(),()
5235,X.doucetiae FRM 16,,ncbi:1123505,Xenorhabdus doucetiae FRM16 = DSM 17909,,,(),()
5236,Z.palmae IAM-14233,,ncbi:1123510,Zymobacter palmae DSM 10491,,,(),()
5237,Phalloceros harpagos,,ncbi:1123850,Phalloceros harpagos,,,(),()
5238,E.truncata,,ncbi:1125909,Eugenia truncata,,,(),()
5239,S.hirsutina,,ncbi:1127701,Stegana hirsutina,,,(),()
5240,T.australis,,ncbi:1127816,Trichouropoda australis,,,(),()
5241,T . miniatum,,ncbi:1128088,Trididemnum miniatum,,,(),()
5242,M makkahensis KCTC 23863,,ncbi:1128670,Microvirga makkahensis,,,(),()
5243,C. sakazakii ENBT0332,,ncbi:1128980,Cronobacter sakazakii ENBT0332,,,(),()
5244,P furcatum,,ncbi:1129494,Pithecellobium furcatum,,,(),()
5245,M virens,,ncbi:1129755,Mastigolejeunea virens,,,(),()
5246,Hydrocynus cf. forskahlii E FPDC 2011,,ncbi:1130260,Hydrocynus cf. forskahlii E FPDC-2011,,,(),()
5247,L.wynneae,,ncbi:1130404,Tyromyces wynneae,,,(),()
5248,bacterium 5c82709,,ncbi:1130661,bacterium 5c82709,,,(),()
5249,V. cooperi,,ncbi:1130864,Vitex cooperi,,,(),()
5250,Vriesea barii J.F.Morales,,ncbi:1130866,Vriesea barii,,,(),()
5251,Paradella garsonorum,,ncbi:1131518,Paradella garsonorum,,,(),()
5252,DTO 19H7,,ncbi:1131579,Penicillium copticola,,,(),()
5253,MUCL-9651,,ncbi:1131639,Paecilomyces victoriae,,,(),()
5254,C . leandriana,,ncbi:1132229,Crotalaria leandriana,,,(),()
5255,Trypanosomatidae sp. CH395,,ncbi:1133982,Trypanosomatidae sp. CH395,,,(),()
5256,E.faecium E 422,,ncbi:1134818,Enterococcus faecium E422,,,(),()
5257,E . faecium E 422,,ncbi:1134818,Enterococcus faecium E422,,,(),()
5258,fungal sp. B87 7,,ncbi:1135909,fungal sp. B87-7,,,(),()
5259,bacterium La-3-213,,ncbi:1136113,bacterium La-3-213,,,(),()
5260,M. falciforme,,ncbi:1136846,Machaerium falciforme,,,(),()
5261,"Micromus tasmaniae (Walker, 1860)",,ncbi:1137563,Micromus tasmaniae,,,(),()
5262,Megalopyge thanathos (Schaus),,ncbi:1137659,Megalopyge thanathos,,,(),()
5263,R . benguellensis,,ncbi:1138020,Hyperolius benguellensis,,,(),()
5264,R steindachneri,,ncbi:1138065,Hyperolius steindachneri,,,(),()
5265,Ceratobasidium sp. C552aPtBmS2,,ncbi:1138724,Ceratobasidium sp. C552aPtBmS2,,,(),()
5266,Eois sp. BioLep20,,ncbi:1139266,Eois sp. BioLep20,,,(),()
5267,Eusarca sp. BioLep04,,ncbi:1139341,Eusarca sp. BioLep04,,,(),()
5268,Hyptis pycnocephala Benth.,,ncbi:1140067,Hyptis pycnocephala,,,(),()
5269,Gasina albicollis,,ncbi:1140888,Megalopyge albicollis,,,(),()
5270,P.optivata,,ncbi:1141004,Pyrinia optivata,,,(),()
5271,Syllepte angulifera,,ncbi:1141053,Syllepte angulifera,,,(),()
5272,"Theritas augustinula (Goodson, 1945)",,ncbi:1141076,Theritas augustinula,,,(),()
5273,S.yaanensis DSM 102251,,ncbi:1142239,Streptomyces yaanensis,,,(),()
5274,Pyralidae sp. DHJ 2012-14,,ncbi:1142884,Pyralidae sp. BOLD:AAA2921,,,(),()
5275,"Pogonocherus hispidulus (Piller & Mitterpacher, 1783)",,ncbi:1143099,Pogonocherus hispidulus,,,(),()
5276,Influenza A virus (A/Jiangsu Gulou/1217/2008(H3N2)),,ncbi:1143500,Influenza A virus (A/Jiangsu-Gulou/1217/2008(H3N2)),,,(),()
5277,Influenza A virus (A/Guangdong/1/1992(H3N2)),,ncbi:1143843,Influenza A virus (A/Guangdong/1/1992(H3N2)),,,(),()
5278,Escherichia coli CCUG 21643,,ncbi:1144303,Escherichia coli J53,,,(),()
5279,Actinoplanes hulinensis DSM 45728,,ncbi:1144547,Actinoplanes hulinensis,,,(),()
5280,bacterium NLAE-zl-C260,,ncbi:1145527,bacterium NLAE-zl-C260,,,(),()
5281,bacterium NLAE zl-P403,,ncbi:1146268,bacterium NLAE-zl-P403,,,(),()
5282,E. coli TW11704,,ncbi:1147200,Escherichia coli TW11704,,,(),()
5283,P . enneactis,,ncbi:1147745,Callionymus enneactis,,,(),()
5284,H.similis,,ncbi:1149072,Hoplitis similis,,,(),()
5285,Alcippe nipalensis,,ncbi:1149624,Alcippe nipalensis,,,(),()
5286,Notothenia cornucola Richardson,,ncbi:1149699,Patagonotothen cornucola,,,(),()
5287,P . fermentans A 12,,ncbi:1149859,Pelosinus fermentans A12,,,(),()
5288,Nebria baicalica Motschulsky,,ncbi:1149899,Nebria baicalica,,,(),()
5289,"Ambohima maizina Griswold, Wood & (Carmichael)",,ncbi:1150607,Ambohima maizina,,,(),()
5290,Peptoclostridium difficile Y41,,ncbi:1151375,Clostridioides difficile Y41,,,(),()
5291,S agalactiae BSU 96,,ncbi:1154830,Streptococcus agalactiae BSU96,,,(),()
5292,S agalactiae GB-00887,,ncbi:1154936,Streptococcus agalactiae GB00887,,,(),()
5293,S . seychellensis,,ncbi:1156475,Stanulus seychellensis,,,(),()
5294,G.splendidum P017,,ncbi:1156593,Geitlerinema splendidum P017,,,(),()
5295,E.faecalis B-4969,,ncbi:1157411,Enterococcus faecalis EnGen0225,,,(),()
5296,N. fulvescens,,ncbi:1157706,Nesocolletes fulvescens,,,(),()
5297,Fragilariophycidae sp. MPA-2012,,ncbi:1158023,Astrosyne radiata,,,(),()
5298,Dalzellia sp. TNS:LKF 111,,ncbi:1158120,Dalzellia sp. SK-2012b,,,(),()
5299,B . rostratum,,ncbi:1160535,Brachyotum rostratum,,,(),()
5300,T. corymbosa,,ncbi:1160639,Tibouchina corymbosa,,,(),()
5301,E.clathrioides,,ncbi:1161180,Echinodictyum clathrioides,,,(),()
5302,Monourostylopsis antarctica,,ncbi:1161423,Monourostylopsis antarctica,,,(),()
5303,Norovirus Hu/GII.4/20206/HCMC-VNM/2009,,ncbi:1161581,Norovirus Hu/GII.4/20206/HCMC-VNM/2009,,,(),()
5304,D. altissima,,ncbi:1161756,Dampiera altissima,,,(),()
5305,C.cinerea RS-31,,ncbi:1162438,Coprinopsis cinerea RS31,,,(),()
5306,Buthus sp. Sc181,,ncbi:1162591,Buthus sp. Sc181,,,(),()
5307,P. douarrei,,ncbi:1162814,Psychotria gabriellae,,,(),()
5308,actinomycete LQ102,,ncbi:1163100,actinomycete LQ102,,,(),()
5309,Solibacillus sp. 7-140,,ncbi:1163267,Solibacillus sp. 7-140,,,(),()
5310,M hydrocarbonoclasticus ATCC49840,,ncbi:1163748,Marinobacter nauticus ATCC 49840,,,(),()
5311,Stelis peliochyla Barb.Rodr.,,ncbi:1164798,Stelis peliochyla,,,(),()
5312,S.peliochyla,,ncbi:1164798,Stelis peliochyla,,,(),()
5313,C parallela,,ncbi:1164957,Cytherissa parallela,,,(),()
5314,Dolichoris sp. 20 AC-2012,,ncbi:1165070,Dolichoris sp. 20 AC-2012,,,(),()
5315,B . bacterium TQQ 6,,ncbi:1165102,Fluviimonas pallidilutea,,,(),()
5316,L . virus ASCC191,,ncbi:1165134,Lactococcus virus ASCC191,,,(),()
5317,L . phage ASCC-527,,ncbi:1165158,Lactococcus phage ASCC527,,,(),()
5318,bacterium SH3-11,,ncbi:1165178,bacterium SH3-11,,,(),()
5319,bacterium WHC4 5,,ncbi:1165237,bacterium WHC4-5,,,(),()
5320,B rufoplagiatum,,ncbi:1166736,Bembidion rufoplagiatum,,,(),()
5321,Bembidion frontale Leconte,,ncbi:1166905,Bembidion frontale,,,(),()
5322,A . massiliensis CCUG-53522,,ncbi:1167628,Actinomyces massiliensis 4401292,,,(),()
5323,S. tropica CNS416,,ncbi:1169195,Salinispora tropica CNS416,,,(),()
5324,E. faecalis SS-7,,ncbi:1169298,Enterococcus faecalis EnGen0342,,,(),()
5325,Brunfelsia maliformis,,ncbi:1170529,Brunfelsia maliformis,,,(),()
5326,Limbodessus gumwellensis Watts & Humphreys,,ncbi:1170718,Limbodessus gumwellensis,,,(),()
5327,L narryerensis,,ncbi:1170740,Limbodessus narryerensis,,,(),()
5328,Influenza A virus (A/swine/Minnesota/A01076180/2009(H1N1)),,ncbi:1171206,Influenza A virus (A/swine/Minnesota/A01076180/2009(H1N1)),,,(),()
5329,Hyla goeldii (Boulenger),,ncbi:1171665,Fritziana goeldii,,,(),()
5330,Dombeya autumnalis Verdc.,,ncbi:1171739,Dombeya autumnalis,,,(),()
5331,Achromobacter sp. I_5 G7221B10A,,ncbi:1172490,Achromobacter sp. I_5-G7221B10A,,,(),()
5332,bacterium enrichment culture clone IcH5,,ncbi:1172731,bacterium enrichment culture clone IcH5,,,(),()
5333,M jejuense CCUG62414,,ncbi:1173582,Mariniflexile jejuense,,,(),()
5334,Aeromonas sp. CH129,,ncbi:1174261,Aeromonas sp. CH129,,,(),()
5335,B psychrosaccharolyticus NCIMB-11729,,ncbi:1174504,Peribacillus psychrosaccharolyticus ATCC 23296,,,(),()
5336,M luminyensis B-10,,ncbi:1175296,Methanomassiliicoccus luminyensis B10,,,(),()
5337,Dasymutilla impressa Manley & Pitts,,ncbi:1175360,Dasymutilla impressa,,,(),()
5338,Halomonas sp. NEAU-ST10-30,,ncbi:1176241,Halomonas sp. NEAU-ST10-30,,,(),()
5339,"Gastrotheca antoniiochoai (De la Riva & Chaparro, 2005)",,ncbi:1176405,Gastrotheca antoniiochoai,,,(),()
5340,P . guazumae,,ncbi:1176470,Pantospora guazumae,,,(),()
5341,KACC-16617,,ncbi:1176534,Lysobacter sediminicola,,,(),()
5342,M . guldeniana,,ncbi:1176720,Mycena guldeniana,,,(),()
5343,T . discolor,,ncbi:1178802,Thyestetha discolor,,,(),()
5344,Haemulon steindachneri 'Atlantic',,ncbi:1181230,Haemulon steindachneri 'Atlantic',,,(),()
5345,uncultured bacterium contig00259,,ncbi:1181615,uncultured bacterium contig00259,,,(),()
5346,H.cosavirus A 22,,ncbi:1181708,Human cosavirus A22,,,(),()
5347,F.axinellae LMG-26722,,ncbi:1182444,Fulvitalea axinellae,,,(),()
5348,H.marianum,,ncbi:1182776,Neoniphon marianus,,,(),()
5349,"Nyikoa limbe Huber, 2007",,ncbi:1184447,Nyikoa limbe,,,(),()
5350,Apanteles Rodriguez192,,ncbi:1184882,Apanteles sp. Rodriguez192,,,(),()
5351,Choeras sp. jft06,,ncbi:1184906,Choeras sp. jft06,,,(),()
5352,P . giganteum,,ncbi:1186202,Protium giganteum,,,(),()
5353,"Galkinius depressa Chan, Chen & Lin, 2013",,ncbi:1187009,Galkinius depressus,,,(),()
5354,Orgerius proprius Doering & (Darby),,ncbi:1187037,Orgerius proprius,,,(),()
5355,M antennata,,ncbi:1187132,Bispora antennata,,,(),()
5356,C. levanidovae,,ncbi:1187867,Cincticostella levanidovae,,,(),()
5357,P.menglianensis,,ncbi:1188307,Petrocosmea menglianensis,,,(),()
5358,Meriones tristrami blackleri (Thomas),,ncbi:1189088,Meriones tristrami blackleri,,,(),()
5359,KEMC 7302 065,,ncbi:1189126,Paraburkholderia eburnea,,,(),()
5360,"Metaphire magna (Chen, 1938)",,ncbi:1192303,Metaphire magna,,,(),()
5361,Influenza A virus (A/green winged teal/New Brunswick/02588/2007(H3N8)),,ncbi:1193997,Influenza A virus (A/green-winged teal/New Brunswick/02588/2007(H3N8)),,,(),()
5362,A . roseus DSM21986,,ncbi:1194090,Aliifodinibius roseus,,,(),()
5363,Phormidium autumnale sv28,,ncbi:1194662,Phormidium autumnale sv28,,,(),()
5364,P . fideli,,ncbi:1195794,Paradoxiclamousella fideli,,,(),()
5365,C.petrophila,,ncbi:1197225,Caryocolum petrophila,,,(),()
5366,J . treefrog,,ncbi:1198049,Polypedates braueri,,,(),()
5367,H litoreum,,ncbi:1198301,Halosimplex litoreum,,,(),()
5368,"Tetilla pentatriaena Fernandez, Peixinho, Pinheiro & Menegola, 2011",,ncbi:1199257,Tetilla pentatriaena,,,(),()
5369,S bacterium TDB 028,,ncbi:1200161,Sphingobacteriaceae bacterium TDB-028,,,(),()
5370,Viola yezoensis f. discolor (Nakai) Hiyama ex F.Maek.,,ncbi:1200656,Viola yezoensis f. discolor,,,(),()
5371,B. bacterium RM69,,ncbi:1200705,Bacteroidetes bacterium RM69,,,(),()
5372,Epiperipatus isthmicola (Bouvier),,ncbi:1200983,Epiperipatus isthmicola,,,(),()
5373,Crematogaster gavapiga,,ncbi:1202023,Crematogaster gavapiga,,,(),()
5374,Dinophysis acuminata DAEP01,,ncbi:1203018,Dinophysis acuminata DAEP01,,,(),()
5375,uncultured Issatchenkia,,ncbi:1204755,uncultured Issatchenkia,,,(),()
5376,Chrysolagria sp. CHR01,,ncbi:1205615,Chrysolagria sp. CHR01,,,(),()
5377,Codariocalyx motorius,,ncbi:1205713,Codariocalyx motorius,,,(),()
5378,D.herbacea,,ncbi:1205903,Desmarestia herbacea,,,(),()
5379,N testacea NBRC 100365,,ncbi:1206739,Nocardia testacea NBRC 100365,,,(),()
5380,B.glauca,,ncbi:1207255,Bellevalia glauca,,,(),()
5381,"Cnemaspis dickersonae (Schmidt, 1919)",,ncbi:1208018,Cnemaspis dickersonae,,,(),()
5382,B.dulcis,,ncbi:1208277,Bomarea dulcis,,,(),()
5383,T.abutiloides,,ncbi:1209833,Teucrium abutiloides,,,(),()
5384,A. africolumbae,,ncbi:1210872,Argas africolumbae,,,(),()
5385,Pseudoalteromonas sp. 191Z-5,,ncbi:1211218,Pseudoalteromonas sp. 191Z-5,,,(),()
5386,O occidentalis,,ncbi:1213269,Ogyrides alphaerostris,,,(),()
5387,S . aureus M 0648,,ncbi:1213721,Staphylococcus aureus M0648,,,(),()
5388,M. dagestanica,,ncbi:1213750,Mazamastrongylus dagestanica,,,(),()
5389,S suis YS21,,ncbi:1214192,Streptococcus suis YS21,,,(),()
5390,Pezizaceae sp. GB366,,ncbi:1215763,Pezizaceae sp. GB366,,,(),()
5391,Hydraena subimpressa (Rey),,ncbi:1216182,Hydraena subimpressa,,,(),()
5392,Cleistocactus baumannii,,ncbi:1217459,Cleistocactus baumannii,,,(),()
5393,E coronata,,ncbi:1217468,Echinopsis coronata,,,(),()
5394,E . yuquina,,ncbi:1217487,Echinopsis yuquina,,,(),()
5395,A . baumannii CIP 110429,,ncbi:1217640,Acinetobacter baumannii NIPH 190,,,(),()
5396,Acinetobacter pittii ANC 4050,,ncbi:1217691,Acinetobacter pittii ANC 4050,,,(),()
5397,Acinetobacter sp. SAP1045.1,,ncbi:1218816,Acinetobacter sp. SAP1045.1,,,(),()
5398,R.marinonascens JCM6241,,ncbi:1219020,Rhodococcus marinonascens NBRC 14363,,,(),()
5399,E. amnigenus NBRC 105700,,ncbi:1219085,Lelliottia amnigena NBRC 105700,,,(),()
5400,KCTC 23968,,ncbi:1220491,Litorimonas cladophorae,,,(),()
5401,Thermotogae bacterium enrichment culture clone BSK_128,,ncbi:1223109,Thermotogae bacterium enrichment culture clone BSK_128,,,(),()
5402,P . phage JBD24,,ncbi:1223259,Pseudomonas phage JBD24,,,(),()
5403,G . hydrophobica ATCC-700089,,ncbi:1223541,Gordonia hydrophobica NBRC 16057,,,(),()
5404,N.aciditolerans KACC-17155,,ncbi:1224718,Nocardia aciditolerans,,,(),()
5405,S . aureus M 0104,,ncbi:1224919,Staphylococcus aureus M0104,,,(),()
5406,Influenza B virus (B/Thailand/CU-H2132/2010),,ncbi:1225763,Influenza B virus (B/Thailand/CU-H2132/2010),,,(),()
5407,V . cholerae VC-35,,ncbi:1225781,Vibrio cholerae VC35,,,(),()
5408,L . bacteriophage P70,,ncbi:1225800,Listeria phage P70,,,(),()
5409,Colobaea pectoralis (Zetterstedt),,ncbi:1226613,Colobaea pectoralis,,,(),()
5410,Enterobacter sp. S1(2012),,ncbi:1227002,Enterobacter sp. S1(2012),,,(),()
5411,Silurus atherinoides (Bloch),,ncbi:1227137,Pachypterus atherinoides,,,(),()
5412,Lessingianthus warmingianus,,ncbi:1227314,Lessingianthus warmingianus,,,(),()
5413,H hochstenium ATCC-700873,,ncbi:1227481,Halorubrum hochstenium ATCC 700873,,,(),()
5414,Trisetaci,,ncbi:1227674,Trisetacus,,,(),()
5415,Pantoea sp. PSI 001,,ncbi:1229269,Pantoea sp. PSI 001,,,(),()
5416,Vibrio sp. hMe 34,,ncbi:1229322,Vibrio sp. hMe-34,,,(),()
5417,"Cymatocylis drygalskii (Laackmann) Laackmann, 1907",,ncbi:1229643,Cymatocylis drygalskii,,,(),()
5418,P . anomala,,ncbi:1230335,Pseudonereis anomala,,,(),()
5419,Oropogon bicolor (Esslinger),,ncbi:1230783,Oropogon bicolor,,,(),()
5420,Streptomyces sp. 102s Ds,,ncbi:1231737,Streptomyces sp. 102s-Ds,,,(),()
5421,M. bronchartiana,,ncbi:1231897,Mallomonas bronchartiana,,,(),()
5422,Thelotrema pertusariaeforme Leighton 1869,,ncbi:1232512,Ocellularia pertusariiformis,,,(),()
5423,Exiguobacterium sp. ENA08,,ncbi:1234153,Exiguobacterium sp. ENA08,,,(),()
5424,P.acnes C-1,,ncbi:1234380,Cutibacterium acnes C1,,,(),()
5425,D euphemia,,ncbi:1234456,Delias euphemia,,,(),()
5426,Bacillus sp. LEs03,,ncbi:1234722,Bacillus sp. LEs03,,,(),()
5427,FMNH 75980,,ncbi:1234953,Mesoclemmys dahli,,,(),()
5428,NN-0476420,,ncbi:1235568,Pestalotiopsis intermedia,,,(),()
5429,Flavobacterium sp. Tm B1-15,,ncbi:1236144,Flavobacterium sp. Tm-B1-15,,,(),()
5430,Calathus fuscipes signaticornis (Chaudoir),,ncbi:1236456,Calathus fuscipes signaticornis,,,(),()
5431,P. oulorum CCUG 54769,,ncbi:1236497,Prevotella oulorum JCM 14966,,,(),()
5432,B stercorirosoris ST-161,,ncbi:1236514,Bacteroides stercorirosoris JCM 17103,,,(),()
5433,PAO1,,ncbi:1236530,Pseudomonas aeruginosa JCM 14847,,,(),()
5434,KCTC 12896,,ncbi:1236541,Shewanella algae JCM 14758,,,(),()
5435,E.bacteriophage IME 11,,ncbi:1239384,Escherichia phage IME11,,,(),()
5436,G.taningaense,,ncbi:1240078,Gymnocalycium taningaense,,,(),()
5437,Erysiphe monoperidiata,,ncbi:1240222,Erysiphe monoperidiata,,,(),()
5438,Escherichia coli O104:H4 str. Ec11 4987,,ncbi:1240763,Escherichia coli O104:H4 str. Ec11-4987,,,(),()
5439,Campanula rupicola,,ncbi:1241164,Campanula rupicola,,,(),()
5440,Campanula simulans Carlstrom,,ncbi:1241181,Campanula simulans,,,(),()
5441,Pseudoalteromonas sp. SF0936 12,,ncbi:1241541,Pseudoalteromonas sp. SF0936-12,,,(),()
5442,C. lesliei,,ncbi:1241573,Cambarellus lesliei,,,(),()
5443,Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima,,ncbi:1241588,Pseudopiptadenia bahiana,,,(),()
5444,C . chaoi,,ncbi:1241913,Ceriagrion chaoi,,,(),()
5445,Rhaphiderus bedoti (Redtenbacher),,ncbi:1241914,Rhaphiderus bedoti,,,(),()
5446,C nakagawai NCTC13529,,ncbi:1241982,Chryseobacterium nakagawai,,,(),()
5447,bacterium enrichment culture clone SC 1_41,,ncbi:1242580,bacterium enrichment culture clone SC-1_41,,,(),()
5448,bacterium enrichment culture clone SC 2_64,,ncbi:1242662,bacterium enrichment culture clone SC-2_64,,,(),()
5449,LE203026,,ncbi:1243991,Amanita caesareoides,,,(),()
5450,S.seticostata,,ncbi:1244841,Setomedea seticostata,,,(),()
5451,Stenotrophomonas sp. 6(2012),,ncbi:1244864,Stenotrophomonas sp. 6(2012),,,(),()
5452,Dasysyrphus intrudens complex sp. NWDA069-10,,ncbi:1244937,Dasysyrphus intrudens complex sp. NWDA069-10,,,(),()
5453,Pnigalio cristatus Ratzeburg,,ncbi:1245215,Pnigalio cristatus,,,(),()
5454,BJFC 009072,,ncbi:1245639,Dentipellopsis dacrydicola,,,(),()
5455,Dentipellis microspora Y.C. Dai,,ncbi:1245643,Dentipellis microspora,,,(),()
5456,Schizopera akation,,ncbi:1245665,Schizopera akation,,,(),()
5457,D hookeri,,ncbi:1245836,Dendrocalamus hookeri,,,(),()
5458,Enterococcus sp. T127_1,,ncbi:1246396,Enterococcus sp. T127_1,,,(),()
5459,N . salina YIM90010,,ncbi:1246485,Nocardiopsis salina YIM 90010,,,(),()
5460,Helvella sulcata,,ncbi:1246785,Helvella sulcata,,,(),()
5461,Sphingomonas sp. 09WSH3-22,,ncbi:1247075,Sphingomonas sp. 09WSH3-22,,,(),()
5462,Flagellimonas pacifica sw169,,ncbi:1247520,Muricauda parva,,,(),()
5463,Thalassospira sp. Ar-89,,ncbi:1247643,Thalassospira sp. Ar-89,,,(),()
5464,Pseudomonas sp. EECC-220,,ncbi:1254769,Pseudomonas sp. EECC-220,,,(),()
5465,Propionibacterium thoenii LSPTH1,,ncbi:1255659,Acidipropionibacterium thoenii LSPTH1,,,(),()
5466,Lacticaseibacillus paracasei subsp. paracasei Lpp123,,ncbi:1256201,Lacticaseibacillus paracasei subsp. paracasei Lpp123,,,(),()
5467,"Acronicta dinawa (Bethune-Baker, 1906)",,ncbi:1256301,Acronicta dinawa,,,(),()
5468,T . trailiana,,ncbi:1257086,Tassadia trailiana,,,(),()
5469,Crassostrea sp. HZ 2012-6,,ncbi:1257090,Crassostrea sp. HZ-2012-6,,,(),()
5470,Onchocerca sp. QSM-2012,,ncbi:1257150,Onchocerca sp. QSM-2012,,,(),()
